departamento,departamento_iso,anio,numero_semana,fecha_inicio_semana,fecha_fin_semana,cantidad_detecciones,superficie_km2,detecciones_por_1000_km2
Montevideo,UY-MO,2018,16,2018-04-16,2018-04-22,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,16,2018-04-16,2018-04-22,4,14088.526169172621,0.2839189814440972
Rivera,UY-RV,2018,16,2018-04-16,2018-04-22,0,9329.550532265199,0.0
Rocha,UY-RO,2018,16,2018-04-16,2018-04-22,4,10558.553826772255,0.3788397602195866
Río Negro,UY-RN,2018,16,2018-04-16,2018-04-22,0,9810.67596839813,0.0
Salto,UY-SA,2018,16,2018-04-16,2018-04-22,0,14170.87435119916,0.0
San José,UY-SJ,2018,16,2018-04-16,2018-04-22,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,16,2018-04-16,2018-04-22,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2018,16,2018-04-16,2018-04-22,7,15973.367767510354,0.4382294392694019
Treinta y Tres,UY-TT,2018,16,2018-04-16,2018-04-22,3,9285.005878360264,0.32310157250323696
Artigas,UY-AR,2018,17,2018-04-23,2018-04-29,0,12010.600679730765,0.0
Canelones,UY-CA,2018,17,2018-04-23,2018-04-29,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,17,2018-04-23,2018-04-29,0,13655.557447815512,0.0
Colonia,UY-CO,2018,17,2018-04-23,2018-04-29,0,6112.026851866528,0.0
Durazno,UY-DU,2018,17,2018-04-23,2018-04-29,0,12228.10425056514,0.0
Flores,UY-FS,2018,17,2018-04-23,2018-04-29,0,5140.77049712524,0.0
Florida,UY-FD,2018,17,2018-04-23,2018-04-29,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,17,2018-04-23,2018-04-29,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,17,2018-04-23,2018-04-29,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,17,2018-04-23,2018-04-29,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,17,2018-04-23,2018-04-29,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2018,17,2018-04-23,2018-04-29,0,9329.550532265199,0.0
Rocha,UY-RO,2018,17,2018-04-23,2018-04-29,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,17,2018-04-23,2018-04-29,0,9810.67596839813,0.0
Salto,UY-SA,2018,17,2018-04-23,2018-04-29,0,14170.87435119916,0.0
San José,UY-SJ,2018,17,2018-04-23,2018-04-29,0,5002.920653176918,0.0
Soriano,UY-SO,2018,17,2018-04-23,2018-04-29,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2018,17,2018-04-23,2018-04-29,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,17,2018-04-23,2018-04-29,0,9285.005878360264,0.0
Artigas,UY-AR,2018,18,2018-04-30,2018-05-06,0,12010.600679730765,0.0
Canelones,UY-CA,2018,18,2018-04-30,2018-05-06,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,18,2018-04-30,2018-05-06,0,13655.557447815512,0.0
Colonia,UY-CO,2018,18,2018-04-30,2018-05-06,0,6112.026851866528,0.0
Durazno,UY-DU,2018,18,2018-04-30,2018-05-06,0,12228.10425056514,0.0
Flores,UY-FS,2018,18,2018-04-30,2018-05-06,0,5140.77049712524,0.0
Florida,UY-FD,2018,18,2018-04-30,2018-05-06,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,18,2018-04-30,2018-05-06,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,18,2018-04-30,2018-05-06,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,18,2018-04-30,2018-05-06,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,18,2018-04-30,2018-05-06,0,14088.526169172621,0.0
Rivera,UY-RV,2018,18,2018-04-30,2018-05-06,0,9329.550532265199,0.0
Rocha,UY-RO,2018,18,2018-04-30,2018-05-06,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,18,2018-04-30,2018-05-06,0,9810.67596839813,0.0
Salto,UY-SA,2018,18,2018-04-30,2018-05-06,0,14170.87435119916,0.0
San José,UY-SJ,2018,18,2018-04-30,2018-05-06,0,5002.920653176918,0.0
Soriano,UY-SO,2018,18,2018-04-30,2018-05-06,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,18,2018-04-30,2018-05-06,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,18,2018-04-30,2018-05-06,0,9285.005878360264,0.0
Artigas,UY-AR,2018,19,2018-05-07,2018-05-13,0,12010.600679730765,0.0
Canelones,UY-CA,2018,19,2018-05-07,2018-05-13,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,19,2018-05-07,2018-05-13,0,13655.557447815512,0.0
Colonia,UY-CO,2018,19,2018-05-07,2018-05-13,0,6112.026851866528,0.0
Durazno,UY-DU,2018,19,2018-05-07,2018-05-13,0,12228.10425056514,0.0
Flores,UY-FS,2018,19,2018-05-07,2018-05-13,0,5140.77049712524,0.0
Florida,UY-FD,2018,19,2018-05-07,2018-05-13,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,19,2018-05-07,2018-05-13,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,19,2018-05-07,2018-05-13,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,19,2018-05-07,2018-05-13,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,19,2018-05-07,2018-05-13,0,14088.526169172621,0.0
Rivera,UY-RV,2018,19,2018-05-07,2018-05-13,0,9329.550532265199,0.0
Rocha,UY-RO,2018,19,2018-05-07,2018-05-13,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,19,2018-05-07,2018-05-13,0,9810.67596839813,0.0
Salto,UY-SA,2018,19,2018-05-07,2018-05-13,0,14170.87435119916,0.0
San José,UY-SJ,2018,19,2018-05-07,2018-05-13,0,5002.920653176918,0.0
Soriano,UY-SO,2018,19,2018-05-07,2018-05-13,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,19,2018-05-07,2018-05-13,3,15973.367767510354,0.18781261682974365
Treinta y Tres,UY-TT,2018,19,2018-05-07,2018-05-13,0,9285.005878360264,0.0
Artigas,UY-AR,2018,20,2018-05-14,2018-05-20,0,12010.600679730765,0.0
Canelones,UY-CA,2018,20,2018-05-14,2018-05-20,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,20,2018-05-14,2018-05-20,0,13655.557447815512,0.0
Colonia,UY-CO,2018,20,2018-05-14,2018-05-20,0,6112.026851866528,0.0
Durazno,UY-DU,2018,20,2018-05-14,2018-05-20,0,12228.10425056514,0.0
Flores,UY-FS,2018,20,2018-05-14,2018-05-20,0,5140.77049712524,0.0
Florida,UY-FD,2018,20,2018-05-14,2018-05-20,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2018,20,2018-05-14,2018-05-20,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2018,20,2018-05-14,2018-05-20,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,20,2018-05-14,2018-05-20,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,20,2018-05-14,2018-05-20,0,14088.526169172621,0.0
Rivera,UY-RV,2018,20,2018-05-14,2018-05-20,0,9329.550532265199,0.0
Rocha,UY-RO,2018,20,2018-05-14,2018-05-20,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,20,2018-05-14,2018-05-20,0,9810.67596839813,0.0
Salto,UY-SA,2018,20,2018-05-14,2018-05-20,0,14170.87435119916,0.0
San José,UY-SJ,2018,20,2018-05-14,2018-05-20,0,5002.920653176918,0.0
Soriano,UY-SO,2018,20,2018-05-14,2018-05-20,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,20,2018-05-14,2018-05-20,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,20,2018-05-14,2018-05-20,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2018,21,2018-05-21,2018-05-27,0,12010.600679730765,0.0
Canelones,UY-CA,2018,21,2018-05-21,2018-05-27,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,21,2018-05-21,2018-05-27,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2018,21,2018-05-21,2018-05-27,0,6112.026851866528,0.0
Durazno,UY-DU,2018,21,2018-05-21,2018-05-27,0,12228.10425056514,0.0
Flores,UY-FS,2018,21,2018-05-21,2018-05-27,0,5140.77049712524,0.0
Florida,UY-FD,2018,21,2018-05-21,2018-05-27,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,21,2018-05-21,2018-05-27,2,10031.272844140674,0.19937649300090682
Maldonado,UY-MA,2018,21,2018-05-21,2018-05-27,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2018,21,2018-05-21,2018-05-27,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,21,2018-05-21,2018-05-27,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2018,21,2018-05-21,2018-05-27,0,9329.550532265199,0.0
Rocha,UY-RO,2018,21,2018-05-21,2018-05-27,8,10558.553826772255,0.7576795204391732
Río Negro,UY-RN,2018,21,2018-05-21,2018-05-27,0,9810.67596839813,0.0
Salto,UY-SA,2018,21,2018-05-21,2018-05-27,0,14170.87435119916,0.0
San José,UY-SJ,2018,21,2018-05-21,2018-05-27,0,5002.920653176918,0.0
Soriano,UY-SO,2018,21,2018-05-21,2018-05-27,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,21,2018-05-21,2018-05-27,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,21,2018-05-21,2018-05-27,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2018,22,2018-05-28,2018-06-03,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2018,22,2018-05-28,2018-06-03,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,22,2018-05-28,2018-06-03,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2018,22,2018-05-28,2018-06-03,0,6112.026851866528,0.0
Durazno,UY-DU,2018,22,2018-05-28,2018-06-03,0,12228.10425056514,0.0
Flores,UY-FS,2018,22,2018-05-28,2018-06-03,0,5140.77049712524,0.0
Florida,UY-FD,2018,22,2018-05-28,2018-06-03,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,22,2018-05-28,2018-06-03,2,10031.272844140674,0.19937649300090682
Maldonado,UY-MA,2018,22,2018-05-28,2018-06-03,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,22,2018-05-28,2018-06-03,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,22,2018-05-28,2018-06-03,0,14088.526169172621,0.0
Rivera,UY-RV,2018,22,2018-05-28,2018-06-03,0,9329.550532265199,0.0
Rocha,UY-RO,2018,22,2018-05-28,2018-06-03,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2018,22,2018-05-28,2018-06-03,0,9810.67596839813,0.0
Salto,UY-SA,2018,22,2018-05-28,2018-06-03,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2018,22,2018-05-28,2018-06-03,0,5002.920653176918,0.0
Soriano,UY-SO,2018,22,2018-05-28,2018-06-03,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,22,2018-05-28,2018-06-03,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,22,2018-05-28,2018-06-03,0,9285.005878360264,0.0
Artigas,UY-AR,2018,23,2018-06-04,2018-06-10,0,12010.600679730765,0.0
Canelones,UY-CA,2018,23,2018-06-04,2018-06-10,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,23,2018-06-04,2018-06-10,0,13655.557447815512,0.0
Colonia,UY-CO,2018,23,2018-06-04,2018-06-10,0,6112.026851866528,0.0
Durazno,UY-DU,2018,23,2018-06-04,2018-06-10,0,12228.10425056514,0.0
Flores,UY-FS,2018,23,2018-06-04,2018-06-10,0,5140.77049712524,0.0
Florida,UY-FD,2018,23,2018-06-04,2018-06-10,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,23,2018-06-04,2018-06-10,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,23,2018-06-04,2018-06-10,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,23,2018-06-04,2018-06-10,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,23,2018-06-04,2018-06-10,0,14088.526169172621,0.0
Rivera,UY-RV,2018,23,2018-06-04,2018-06-10,0,9329.550532265199,0.0
Rocha,UY-RO,2018,23,2018-06-04,2018-06-10,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,23,2018-06-04,2018-06-10,0,9810.67596839813,0.0
Salto,UY-SA,2018,23,2018-06-04,2018-06-10,0,14170.87435119916,0.0
San José,UY-SJ,2018,23,2018-06-04,2018-06-10,0,5002.920653176918,0.0
Soriano,UY-SO,2018,23,2018-06-04,2018-06-10,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,23,2018-06-04,2018-06-10,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,23,2018-06-04,2018-06-10,0,9285.005878360264,0.0
Artigas,UY-AR,2018,24,2018-06-11,2018-06-17,0,12010.600679730765,0.0
Canelones,UY-CA,2018,24,2018-06-11,2018-06-17,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,24,2018-06-11,2018-06-17,0,13655.557447815512,0.0
Colonia,UY-CO,2018,24,2018-06-11,2018-06-17,0,6112.026851866528,0.0
Durazno,UY-DU,2018,24,2018-06-11,2018-06-17,0,12228.10425056514,0.0
Flores,UY-FS,2018,24,2018-06-11,2018-06-17,0,5140.77049712524,0.0
Florida,UY-FD,2018,24,2018-06-11,2018-06-17,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,24,2018-06-11,2018-06-17,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,24,2018-06-11,2018-06-17,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,24,2018-06-11,2018-06-17,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,24,2018-06-11,2018-06-17,0,14088.526169172621,0.0
Rivera,UY-RV,2018,24,2018-06-11,2018-06-17,0,9329.550532265199,0.0
Rocha,UY-RO,2018,24,2018-06-11,2018-06-17,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,24,2018-06-11,2018-06-17,0,9810.67596839813,0.0
Salto,UY-SA,2018,24,2018-06-11,2018-06-17,0,14170.87435119916,0.0
San José,UY-SJ,2018,24,2018-06-11,2018-06-17,2,5002.920653176918,0.39976648414960864
Soriano,UY-SO,2018,24,2018-06-11,2018-06-17,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,24,2018-06-11,2018-06-17,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,24,2018-06-11,2018-06-17,0,9285.005878360264,0.0
Artigas,UY-AR,2018,25,2018-06-18,2018-06-24,0,12010.600679730765,0.0
Canelones,UY-CA,2018,25,2018-06-18,2018-06-24,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,25,2018-06-18,2018-06-24,0,13655.557447815512,0.0
Colonia,UY-CO,2018,25,2018-06-18,2018-06-24,0,6112.026851866528,0.0
Durazno,UY-DU,2018,25,2018-06-18,2018-06-24,0,12228.10425056514,0.0
Flores,UY-FS,2018,25,2018-06-18,2018-06-24,2,5140.77049712524,0.3890467394174504
Florida,UY-FD,2018,25,2018-06-18,2018-06-24,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,25,2018-06-18,2018-06-24,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,25,2018-06-18,2018-06-24,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,25,2018-06-18,2018-06-24,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,25,2018-06-18,2018-06-24,0,14088.526169172621,0.0
Rivera,UY-RV,2018,25,2018-06-18,2018-06-24,0,9329.550532265199,0.0
Rocha,UY-RO,2018,25,2018-06-18,2018-06-24,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,25,2018-06-18,2018-06-24,7,9810.67596839813,0.7135084292405742
Salto,UY-SA,2018,25,2018-06-18,2018-06-24,0,14170.87435119916,0.0
San José,UY-SJ,2018,25,2018-06-18,2018-06-24,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,25,2018-06-18,2018-06-24,3,9122.538742945157,0.32885582451705414
Tacuarembó,UY-TA,2018,25,2018-06-18,2018-06-24,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,25,2018-06-18,2018-06-24,0,9285.005878360264,0.0
Artigas,UY-AR,2018,26,2018-06-25,2018-07-01,3,12010.600679730765,0.2497793474278798
Canelones,UY-CA,2018,26,2018-06-25,2018-07-01,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,26,2018-06-25,2018-07-01,0,13655.557447815512,0.0
Colonia,UY-CO,2018,26,2018-06-25,2018-07-01,0,6112.026851866528,0.0
Durazno,UY-DU,2018,26,2018-06-25,2018-07-01,0,12228.10425056514,0.0
Flores,UY-FS,2018,26,2018-06-25,2018-07-01,0,5140.77049712524,0.0
Florida,UY-FD,2018,26,2018-06-25,2018-07-01,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,26,2018-06-25,2018-07-01,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,26,2018-06-25,2018-07-01,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,26,2018-06-25,2018-07-01,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,26,2018-06-25,2018-07-01,7,14088.526169172621,0.4968582175271702
Rivera,UY-RV,2018,26,2018-06-25,2018-07-01,0,9329.550532265199,0.0
Rocha,UY-RO,2018,26,2018-06-25,2018-07-01,4,10558.553826772255,0.3788397602195866
Río Negro,UY-RN,2018,26,2018-06-25,2018-07-01,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2018,26,2018-06-25,2018-07-01,0,14170.87435119916,0.0
San José,UY-SJ,2018,26,2018-06-25,2018-07-01,0,5002.920653176918,0.0
Soriano,UY-SO,2018,26,2018-06-25,2018-07-01,3,9122.538742945157,0.32885582451705414
Tacuarembó,UY-TA,2018,26,2018-06-25,2018-07-01,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,26,2018-06-25,2018-07-01,0,9285.005878360264,0.0
Artigas,UY-AR,2018,27,2018-07-02,2018-07-08,0,12010.600679730765,0.0
Canelones,UY-CA,2018,27,2018-07-02,2018-07-08,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,27,2018-07-02,2018-07-08,0,13655.557447815512,0.0
Colonia,UY-CO,2018,27,2018-07-02,2018-07-08,0,6112.026851866528,0.0
Durazno,UY-DU,2018,27,2018-07-02,2018-07-08,0,12228.10425056514,0.0
Flores,UY-FS,2018,27,2018-07-02,2018-07-08,0,5140.77049712524,0.0
Florida,UY-FD,2018,27,2018-07-02,2018-07-08,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,27,2018-07-02,2018-07-08,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,27,2018-07-02,2018-07-08,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,27,2018-07-02,2018-07-08,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,27,2018-07-02,2018-07-08,0,14088.526169172621,0.0
Rivera,UY-RV,2018,27,2018-07-02,2018-07-08,0,9329.550532265199,0.0
Rocha,UY-RO,2018,27,2018-07-02,2018-07-08,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,27,2018-07-02,2018-07-08,0,9810.67596839813,0.0
Salto,UY-SA,2018,27,2018-07-02,2018-07-08,0,14170.87435119916,0.0
San José,UY-SJ,2018,27,2018-07-02,2018-07-08,0,5002.920653176918,0.0
Soriano,UY-SO,2018,27,2018-07-02,2018-07-08,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,27,2018-07-02,2018-07-08,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,27,2018-07-02,2018-07-08,0,9285.005878360264,0.0
Artigas,UY-AR,2018,28,2018-07-09,2018-07-15,2,12010.600679730765,0.16651956495191986
Canelones,UY-CA,2018,28,2018-07-09,2018-07-15,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,28,2018-07-09,2018-07-15,0,13655.557447815512,0.0
Colonia,UY-CO,2018,28,2018-07-09,2018-07-15,0,6112.026851866528,0.0
Durazno,UY-DU,2018,28,2018-07-09,2018-07-15,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2018,28,2018-07-09,2018-07-15,0,5140.77049712524,0.0
Florida,UY-FD,2018,28,2018-07-09,2018-07-15,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,28,2018-07-09,2018-07-15,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,28,2018-07-09,2018-07-15,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,28,2018-07-09,2018-07-15,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,28,2018-07-09,2018-07-15,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2018,28,2018-07-09,2018-07-15,0,9329.550532265199,0.0
Rocha,UY-RO,2018,28,2018-07-09,2018-07-15,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,28,2018-07-09,2018-07-15,0,9810.67596839813,0.0
Salto,UY-SA,2018,28,2018-07-09,2018-07-15,0,14170.87435119916,0.0
San José,UY-SJ,2018,28,2018-07-09,2018-07-15,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,28,2018-07-09,2018-07-15,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2018,28,2018-07-09,2018-07-15,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,28,2018-07-09,2018-07-15,0,9285.005878360264,0.0
Artigas,UY-AR,2018,29,2018-07-16,2018-07-22,0,12010.600679730765,0.0
Canelones,UY-CA,2018,29,2018-07-16,2018-07-22,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,29,2018-07-16,2018-07-22,0,13655.557447815512,0.0
Colonia,UY-CO,2018,29,2018-07-16,2018-07-22,0,6112.026851866528,0.0
Durazno,UY-DU,2018,29,2018-07-16,2018-07-22,0,12228.10425056514,0.0
Flores,UY-FS,2018,29,2018-07-16,2018-07-22,0,5140.77049712524,0.0
Florida,UY-FD,2018,29,2018-07-16,2018-07-22,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,29,2018-07-16,2018-07-22,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,29,2018-07-16,2018-07-22,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,29,2018-07-16,2018-07-22,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,29,2018-07-16,2018-07-22,0,14088.526169172621,0.0
Rivera,UY-RV,2018,29,2018-07-16,2018-07-22,0,9329.550532265199,0.0
Rocha,UY-RO,2018,29,2018-07-16,2018-07-22,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,29,2018-07-16,2018-07-22,0,9810.67596839813,0.0
Salto,UY-SA,2018,29,2018-07-16,2018-07-22,0,14170.87435119916,0.0
San José,UY-SJ,2018,29,2018-07-16,2018-07-22,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,29,2018-07-16,2018-07-22,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,29,2018-07-16,2018-07-22,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,29,2018-07-16,2018-07-22,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2018,30,2018-07-23,2018-07-29,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2018,30,2018-07-23,2018-07-29,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,30,2018-07-23,2018-07-29,0,13655.557447815512,0.0
Colonia,UY-CO,2018,30,2018-07-23,2018-07-29,0,6112.026851866528,0.0
Durazno,UY-DU,2018,30,2018-07-23,2018-07-29,0,12228.10425056514,0.0
Flores,UY-FS,2018,30,2018-07-23,2018-07-29,0,5140.77049712524,0.0
Florida,UY-FD,2018,30,2018-07-23,2018-07-29,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,30,2018-07-23,2018-07-29,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,30,2018-07-23,2018-07-29,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,30,2018-07-23,2018-07-29,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,30,2018-07-23,2018-07-29,0,14088.526169172621,0.0
Rivera,UY-RV,2018,30,2018-07-23,2018-07-29,0,9329.550532265199,0.0
Rocha,UY-RO,2018,30,2018-07-23,2018-07-29,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,30,2018-07-23,2018-07-29,0,9810.67596839813,0.0
Salto,UY-SA,2018,30,2018-07-23,2018-07-29,0,14170.87435119916,0.0
San José,UY-SJ,2018,30,2018-07-23,2018-07-29,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,30,2018-07-23,2018-07-29,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2018,30,2018-07-23,2018-07-29,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,30,2018-07-23,2018-07-29,0,9285.005878360264,0.0
Artigas,UY-AR,2018,31,2018-07-30,2018-08-05,2,12010.600679730765,0.16651956495191986
Canelones,UY-CA,2018,31,2018-07-30,2018-08-05,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,31,2018-07-30,2018-08-05,0,13655.557447815512,0.0
Colonia,UY-CO,2018,31,2018-07-30,2018-08-05,0,6112.026851866528,0.0
Durazno,UY-DU,2018,31,2018-07-30,2018-08-05,0,12228.10425056514,0.0
Flores,UY-FS,2018,31,2018-07-30,2018-08-05,0,5140.77049712524,0.0
Florida,UY-FD,2018,31,2018-07-30,2018-08-05,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,31,2018-07-30,2018-08-05,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,31,2018-07-30,2018-08-05,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,31,2018-07-30,2018-08-05,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,31,2018-07-30,2018-08-05,0,14088.526169172621,0.0
Rivera,UY-RV,2018,31,2018-07-30,2018-08-05,0,9329.550532265199,0.0
Rocha,UY-RO,2018,31,2018-07-30,2018-08-05,0,10558.553826772255,0.0
Río Negro,UY-RN,2018,31,2018-07-30,2018-08-05,0,9810.67596839813,0.0
Salto,UY-SA,2018,31,2018-07-30,2018-08-05,0,14170.87435119916,0.0
San José,UY-SJ,2018,31,2018-07-30,2018-08-05,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2018,31,2018-07-30,2018-08-05,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2018,31,2018-07-30,2018-08-05,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2018,31,2018-07-30,2018-08-05,0,9285.005878360264,0.0
Artigas,UY-AR,2018,32,2018-08-06,2018-08-12,0,12010.600679730765,0.0
Canelones,UY-CA,2018,32,2018-08-06,2018-08-12,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2018,32,2018-08-06,2018-08-12,2,13655.557447815512,0.14646051672683205
Colonia,UY-CO,2018,32,2018-08-06,2018-08-12,0,6112.026851866528,0.0
Durazno,UY-DU,2018,32,2018-08-06,2018-08-12,0,12228.10425056514,0.0
Flores,UY-FS,2018,32,2018-08-06,2018-08-12,3,5140.77049712524,0.5835701091261756
Florida,UY-FD,2018,32,2018-08-06,2018-08-12,0,10405.572253242583,0.0
Lavalleja,UY-LA,2018,32,2018-08-06,2018-08-12,0,10031.272844140674,0.0
Maldonado,UY-MA,2018,32,2018-08-06,2018-08-12,0,4803.260185508939,0.0
Montevideo,UY-MO,2018,32,2018-08-06,2018-08-12,0,527.7536386520376,0.0
Paysandú,UY-PA,2018,32,2018-08-06,2018-08-12,3,14088.526169172621,0.21293923608307294
