coordenada_id,departamento,departamento_iso,latitud,longitud,easting_m,northing_m,distancia_limite_m,metodo_seleccion,margen_interior_m,crs_generacion,separacion_grilla_m,fuente_limite
URY_RO_G_E800000_N6250000,Rocha,UY-RO,-33.84769899999999,-53.75785,800000.0,6250000.0,23840.27246533934,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RO_G_E800000_N6275000,Rocha,UY-RO,-33.62257699999999,-53.766316,800000.0,6275000.0,21075.534278521463,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RO_G_E800000_N6300000,Rocha,UY-RO,-33.39744499999999,-53.774688000000005,800000.0,6300000.0,13650.786308372288,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E600000_N6550000,Rivera,UY-RV,-31.179774999999996,-55.950561,600000.0,6550000.0,9837.359069709002,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E625000_N6525000,Rivera,UY-RV,-31.402880000000007,-55.685127,625000.0,6525000.0,10888.207115888334,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E625000_N6550000,Rivera,UY-RV,-31.17736899999999,-55.688253,625000.0,6550000.0,19816.837717217295,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E650000_N6500000,Rivera,UY-RV,-31.625389999999996,-55.418436,650000.0,6500000.0,16914.875345660068,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E650000_N6525000,Rivera,UY-RV,-31.399913999999995,-55.42223,650000.0,6525000.0,23219.09118637315,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E650000_N6550000,Rivera,UY-RV,-31.174429,-55.425981,650000.0,6550000.0,9451.653033545095,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E675000_N6500000,Rivera,UY-RV,-31.621853999999995,-55.15495,675000.0,6500000.0,20641.906382573547,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E675000_N6525000,Rivera,UY-RV,-31.396409,-55.159375000000004,675000.0,6525000.0,9920.098207706573,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E700000_N6500000,Rivera,UY-RV,-31.617775000000005,-54.891514,700000.0,6500000.0,20174.788379823174,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E725000_N6475000,Rivera,UY-RV,-31.838514,-54.622385,725000.0,6475000.0,12037.877167996718,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_RV_G_E725000_N6500000,Rivera,UY-RV,-31.613152999999993,-54.628135,725000.0,6500000.0,14120.607598729286,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E425000_N6525000,Salto,UY-SA,-31.407196,-57.788981,425000.0,6525000.0,7528.3473643296875,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E425000_N6550000,Salto,UY-SA,-31.181646999999998,-57.78710400000001,425000.0,6550000.0,11681.984392939814,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E450000_N6525000,Salto,UY-SA,-31.408545000000004,-57.525999000000006,450000.0,6525000.0,20683.581189365177,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E450000_N6550000,Salto,UY-SA,-31.182983999999994,-57.524748,450000.0,6550000.0,32253.727898478402,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E450000_N6575000,Salto,UY-SA,-30.957415000000005,-57.52351000000001,450000.0,6575000.0,10929.152517072629,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E475000_N6500000,Salto,UY-SA,-31.634914000000002,-57.263636,475000.0,6500000.0,9878.835859704894,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E475000_N6525000,Salto,UY-SA,-31.409354,-57.263003,475000.0,6525000.0,30218.154413999622,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E475000_N6550000,Salto,UY-SA,-31.183785999999998,-57.262377,475000.0,6550000.0,19325.041757716954,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E500000_N6500000,Salto,UY-SA,-31.635186,-57.00000000000001,500000.0,6500000.0,16338.930586076598,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E500000_N6525000,Salto,UY-SA,-31.409623999999994,-57.00000000000001,500000.0,6525000.0,38330.803026341215,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E500000_N6550000,Salto,UY-SA,-31.184054,-57.00000000000001,500000.0,6550000.0,14368.385629231192,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E525000_N6500000,Salto,UY-SA,-31.634914000000002,-56.736364,525000.0,6500000.0,17106.32770372642,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E525000_N6525000,Salto,UY-SA,-31.409354,-56.736997,525000.0,6525000.0,39577.21821518325,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E525000_N6550000,Salto,UY-SA,-31.183785999999998,-56.737623,525000.0,6550000.0,14816.204484055812,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E550000_N6500000,Salto,UY-SA,-31.634098000000005,-56.472736,550000.0,6500000.0,10723.301205685648,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E550000_N6525000,Salto,UY-SA,-31.408545000000004,-56.47400100000001,550000.0,6525000.0,17650.889384506496,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SA_G_E550000_N6550000,Salto,UY-SA,-31.182983999999994,-56.475252,550000.0,6550000.0,22581.3917404446,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SJ_G_E500000_N6200000,San José,UY-SJ,-34.341303,-57.00000000000001,500000.0,6200000.0,8412.862690530612,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SJ_G_E525000_N6175000,San José,UY-SJ,-34.56645499999999,-56.727462,525000.0,6175000.0,14765.567645679768,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SJ_G_E525000_N6200000,San José,UY-SJ,-34.341001,-56.728194,525000.0,6200000.0,23754.199667817345,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SJ_G_E525000_N6225000,San José,UY-SJ,-34.115539000000005,-56.728917,525000.0,6225000.0,17272.388125423156,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E375000_N6275000,Soriano,UY-SO,-33.657531999999996,-58.34814300000001,375000.0,6275000.0,9692.432401696753,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E400000_N6275000,Soriano,UY-SO,-33.660177999999995,-58.078562,400000.0,6275000.0,12370.574605482976,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E400000_N6300000,Soriano,UY-SO,-33.434729,-58.07576400000001,400000.0,6300000.0,15015.903487225934,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E425000_N6275000,Soriano,UY-SO,-33.66223699999999,-57.808949,425000.0,6275000.0,23372.524021470548,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E425000_N6300000,Soriano,UY-SO,-33.43677000000001,-57.806850000000004,425000.0,6300000.0,28956.079160832913,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E425000_N6325000,Soriano,UY-SO,-33.211294999999986,-57.80477500000001,425000.0,6325000.0,16188.092550139512,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E450000_N6275000,Soriano,UY-SO,-33.663708,-57.539311999999995,450000.0,6275000.0,26460.111614914542,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E450000_N6300000,Soriano,UY-SO,-33.438227999999995,-57.537913,450000.0,6300000.0,17825.464464377004,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E450000_N6325000,Soriano,UY-SO,-33.21274,-57.536529,450000.0,6325000.0,16582.079563966934,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_SO_G_E475000_N6275000,Soriano,UY-SO,-33.66459,-57.26966,475000.0,6275000.0,7681.837859202891,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E550000_N6400000,Tacuarembó,UY-TA,-32.53622799999999,-56.46753,550000.0,6400000.0,7853.63563228324,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E575000_N6400000,Tacuarembó,UY-TA,-32.534819,-56.201314,575000.0,6400000.0,17270.647999632314,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E575000_N6425000,Tacuarembó,UY-TA,-32.309310999999994,-56.203299,575000.0,6425000.0,16986.816742815154,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E575000_N6450000,Tacuarembó,UY-TA,-32.083794,-56.205262000000005,575000.0,6450000.0,7771.365290559535,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E575000_N6500000,Tacuarembó,UY-TA,-31.632737,-56.209122,575000.0,6500000.0,11867.371769269366,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E600000_N6400000,Tacuarembó,UY-TA,-32.53284699999999,-55.93512,600000.0,6400000.0,7751.707952909753,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E600000_N6425000,Tacuarembó,UY-TA,-32.307355,-55.937766,600000.0,6425000.0,26060.242606265914,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E600000_N6450000,Tacuarembó,UY-TA,-32.081855999999995,-55.940383,600000.0,6450000.0,32703.0948607111,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E600000_N6475000,Tacuarembó,UY-TA,-31.856348000000004,-55.94297,600000.0,6475000.0,28076.86950040511,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E600000_N6500000,Tacuarembó,UY-TA,-31.630831999999995,-55.945529,600000.0,6500000.0,21087.88238607704,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E625000_N6425000,Tacuarembó,UY-TA,-32.304842000000015,-55.672263,625000.0,6425000.0,19510.311096881815,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E625000_N6450000,Tacuarembó,UY-TA,-32.079364,-55.675533,625000.0,6450000.0,31398.93427053405,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E625000_N6475000,Tacuarembó,UY-TA,-31.853877000000008,-55.678767,625000.0,6475000.0,7829.290189291076,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E650000_N6425000,Tacuarembó,UY-TA,-32.301770000000005,-55.40679600000001,650000.0,6425000.0,12162.55783875378,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E650000_N6450000,Tacuarembó,UY-TA,-32.07631800000001,-55.41072,650000.0,6450000.0,32146.487497705697,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E650000_N6475000,Tacuarembó,UY-TA,-31.85085900000001,-55.414599,650000.0,6475000.0,7621.470314549935,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E675000_N6425000,Tacuarembó,UY-TA,-32.29813999999999,-55.141374,675000.0,6425000.0,17450.188079337742,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E675000_N6450000,Tacuarembó,UY-TA,-32.072720000000004,-55.14595,675000.0,6450000.0,27889.5404675931,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TA_G_E700000_N6450000,Tacuarembó,UY-TA,-32.068569,-54.88123100000001,700000.0,6450000.0,11785.215065274773,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E700000_N6325000,Treinta y Tres,UY-TT,-33.19539899999999,-54.854496,700000.0,6325000.0,13971.226300545439,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E700000_N6350000,Treinta y Tres,UY-TT,-32.97005099999999,-54.859963,700000.0,6350000.0,7749.211747629147,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E725000_N6325000,Treinta y Tres,UY-TT,-33.190489,-54.586503,725000.0,6325000.0,25193.08183389936,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E725000_N6350000,Treinta y Tres,UY-TT,-32.96518199999999,-54.592651000000004,725000.0,6350000.0,13447.534212209854,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E750000_N6325000,Treinta y Tres,UY-TT,-33.185003,-54.31857900000001,750000.0,6325000.0,18427.1681124845,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E750000_N6350000,Treinta y Tres,UY-TT,-32.959743,-54.325408,750000.0,6350000.0,22206.032506631906,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E775000_N6325000,Treinta y Tres,UY-TT,-33.178941,-54.050731,775000.0,6325000.0,19411.205912313388,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E775000_N6350000,Treinta y Tres,UY-TT,-32.953732,-54.05824,775000.0,6350000.0,15589.27534419638,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
URY_TT_G_E800000_N6350000,Treinta y Tres,UY-TT,-32.947151999999996,-53.791155,800000.0,6350000.0,18935.16415170217,grid,7500,EPSG:32721,25000,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher"
