coordenada_id,departamento,departamento_iso,metodo_seleccion,crs_generacion,separacion_grilla_m,easting_m,northing_m,fuente_limite,latitud,longitud
URY_LA_G_E725000_N6275000,Lavalleja,UY-LA,regular_grid_25km,EPSG:32721,25000,725000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.641074,-54.573999
URY_LA_G_E750000_N6300000,Lavalleja,UY-LA,regular_grid_25km,EPSG:32721,25000,750000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.410253,-54.311673
URY_MA_G_E650000_N6150000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,650000.0,6150000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.781166,-55.360626
URY_MA_G_E675000_N6150000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,675000.0,6150000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.777181,-55.087522
URY_MA_G_E675000_N6175000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,675000.0,6175000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.551858,-55.092694
URY_MA_G_E700000_N6150000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,700000.0,6150000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.772583,-54.814476
URY_MA_G_E700000_N6175000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,700000.0,6175000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.547299,-54.820385
URY_MA_G_E725000_N6175000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,725000.0,6175000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.542133,-54.548141
URY_MA_G_E725000_N6200000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,725000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.316882,-54.554714
URY_MA_G_E725000_N6225000,Maldonado,UY-MA,regular_grid_25km,EPSG:32721,25000,725000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.091622,-54.561214
URY_MO_G_E575000_N6150000,Montevideo,UY-MO,regular_grid_25km,EPSG:32721,25000,575000.0,6150000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.789446,-56.180201
URY_PA_G_E400000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,400000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.307355,-58.062234
URY_PA_G_E400000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,400000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.081856,-58.059617
URY_PA_G_E400000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,400000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.856348,-58.05703
URY_PA_G_E425000_N6400000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,425000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.534819,-57.798686
URY_PA_G_E425000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,425000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.309311,-57.796701
URY_PA_G_E425000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,425000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.083794,-57.794738
URY_PA_G_E425000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,425000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.858269,-57.792798
URY_PA_G_E425000_N6500000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,425000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.632737,-57.790878
URY_PA_G_E450000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,450000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.310708,-57.531146
URY_PA_G_E450000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,450000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.085179,-57.529838
URY_PA_G_E450000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,450000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.859642,-57.528544
URY_PA_G_E450000_N6500000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,450000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.634098,-57.527264
URY_PA_G_E475000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,475000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.311546,-57.265577
URY_PA_G_E475000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,475000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.08601,-57.264923
URY_PA_G_E475000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,475000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.860466,-57.264275
URY_PA_G_E500000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,500000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.311825,-57.0
URY_PA_G_E500000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,500000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.086287,-57.0
URY_PA_G_E500000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,500000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.860741,-57.0
URY_PA_G_E525000_N6425000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,525000.0,6425000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.311546,-56.734423
URY_PA_G_E525000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,525000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.08601,-56.735077
URY_PA_G_E525000_N6475000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,525000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.860466,-56.735725
URY_PA_G_E550000_N6450000,Paysandú,UY-PA,regular_grid_25km,EPSG:32721,25000,550000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.085179,-56.470162
URY_RN_G_E375000_N6325000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,375000.0,6325000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.206669,-58.341189
URY_RN_G_E400000_N6325000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,400000.0,6325000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.209271,-58.072997
URY_RN_G_E400000_N6350000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,400000.0,6350000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.983804,-58.070261
URY_RN_G_E400000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,400000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.75833,-58.067556
URY_RN_G_E400000_N6400000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,400000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.532847,-58.06488
URY_RN_G_E425000_N6350000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,425000.0,6350000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.985811,-57.802723
URY_RN_G_E425000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,425000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.760319,-57.800693
URY_RN_G_E450000_N6350000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,450000.0,6350000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.987244,-57.535161
URY_RN_G_E450000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,450000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.76174,-57.533808
URY_RN_G_E450000_N6400000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,450000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.536228,-57.53247
URY_RN_G_E475000_N6350000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,475000.0,6350000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.988105,-57.267584
URY_RN_G_E475000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,475000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.762593,-57.266908
URY_RN_G_E475000_N6400000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,475000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.537073,-57.266239
URY_RN_G_E500000_N6350000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,500000.0,6350000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.988391,-57.0
URY_RN_G_E500000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,500000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.762877,-57.0
URY_RN_G_E500000_N6400000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,500000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.537355,-57.0
URY_RN_G_E525000_N6375000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,525000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.762593,-56.733092
URY_RN_G_E525000_N6400000,Río Negro,UY-RN,regular_grid_25km,EPSG:32721,25000,525000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.537073,-56.733761
URY_RO_G_E725000_N6150000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,725000.0,6150000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.767374,-54.541496
URY_RO_G_E750000_N6175000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,750000.0,6175000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.536361,-54.275971
URY_RO_G_E750000_N6200000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,750000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.311159,-54.283271
URY_RO_G_E750000_N6225000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,750000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.085947,-54.29049
URY_RO_G_E750000_N6250000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,750000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.860725,-54.29763
URY_RO_G_E750000_N6275000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,750000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.635494,-54.304691
URY_RO_G_E775000_N6200000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,775000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.304835,-54.011908
URY_RO_G_E775000_N6225000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,775000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.079676,-54.019846
URY_RO_G_E775000_N6250000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,775000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.854507,-54.027697
URY_RO_G_E775000_N6275000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,775000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.629328,-54.03546
URY_RO_G_E800000_N6225000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,800000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.07281,-53.74929
URY_RO_G_E800000_N6250000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,800000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.847699,-53.75785
URY_RO_G_E800000_N6275000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,800000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.622577,-53.766316
URY_RO_G_E800000_N6300000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,800000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.397445,-53.774688
URY_RO_G_E825000_N6250000,Rocha,UY-RO,regular_grid_25km,EPSG:32721,25000,825000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.840301,-53.488099
URY_RV_G_E600000_N6550000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,600000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.179775,-55.950561
URY_RV_G_E625000_N6525000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,625000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.40288,-55.685127
URY_RV_G_E625000_N6550000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,625000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.177369,-55.688253
URY_RV_G_E625000_N6575000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,625000.0,6575000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-30.95185,-55.691345
URY_RV_G_E650000_N6500000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,650000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.62539,-55.418436
URY_RV_G_E650000_N6525000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,650000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399914,-55.42223
URY_RV_G_E650000_N6550000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,650000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.174429,-55.425981
URY_RV_G_E675000_N6500000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,675000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.621854,-55.15495
URY_RV_G_E675000_N6525000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,675000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.396409,-55.159375
URY_RV_G_E700000_N6475000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,700000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.843176,-54.886401
URY_RV_G_E700000_N6500000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,700000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.617775,-54.891514
URY_RV_G_E700000_N6525000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,700000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.392365,-54.89657
URY_RV_G_E725000_N6450000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,725000.0,6450000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.063866,-54.61657
URY_RV_G_E725000_N6475000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,725000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.838514,-54.622385
URY_RV_G_E725000_N6500000,Rivera,UY-RV,regular_grid_25km,EPSG:32721,25000,725000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.613153,-54.628135
URY_SA_G_E425000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,425000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.407196,-57.788981
URY_SA_G_E425000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,425000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.181647,-57.787104
URY_SA_G_E425000_N6575000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,425000.0,6575000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-30.95609,-57.785248
URY_SA_G_E450000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,450000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.408545,-57.525999
URY_SA_G_E450000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,450000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.182984,-57.524748
URY_SA_G_E450000_N6575000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,450000.0,6575000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-30.957415,-57.52351
URY_SA_G_E475000_N6500000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,475000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.634914,-57.263636
URY_SA_G_E475000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,475000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.409354,-57.263003
URY_SA_G_E475000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,475000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.183786,-57.262377
URY_SA_G_E500000_N6500000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,500000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.635186,-57.0
URY_SA_G_E500000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,500000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.409624,-57.0
URY_SA_G_E500000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,500000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.184054,-57.0
URY_SA_G_E525000_N6500000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,525000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.634914,-56.736364
URY_SA_G_E525000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,525000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.409354,-56.736997
URY_SA_G_E525000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,525000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.183786,-56.737623
URY_SA_G_E550000_N6475000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,550000.0,6475000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.859642,-56.471456
URY_SA_G_E550000_N6500000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,550000.0,6500000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.634098,-56.472736
URY_SA_G_E550000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,550000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.408545,-56.474001
URY_SA_G_E550000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,550000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.182984,-56.475252
URY_SA_G_E550000_N6575000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,550000.0,6575000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-30.957415,-56.47649
URY_SA_G_E575000_N6525000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,575000.0,6525000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.407196,-56.211019
URY_SA_G_E575000_N6550000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,575000.0,6550000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.181647,-56.212896
URY_SA_G_E575000_N6575000,Salto,UY-SA,regular_grid_25km,EPSG:32721,25000,575000.0,6575000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-30.95609,-56.214752
URY_SJ_G_E500000_N6200000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,500000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.341303,-57.0
URY_SJ_G_E525000_N6175000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,525000.0,6175000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.566455,-56.727462
URY_SJ_G_E525000_N6200000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,525000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.341001,-56.728194
URY_SJ_G_E525000_N6225000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,525000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.115539,-56.728917
URY_SJ_G_E550000_N6200000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,550000.0,6200000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.340096,-56.456396
URY_SJ_G_E550000_N6225000,San José,UY-SJ,regular_grid_25km,EPSG:32721,25000,550000.0,6225000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.114642,-56.457842
URY_SO_G_E375000_N6275000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,375000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.657532,-58.348143
URY_SO_G_E375000_N6300000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,375000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.432105,-58.344647
URY_SO_G_E400000_N6275000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,400000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.660178,-58.078562
URY_SO_G_E400000_N6300000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,400000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.434729,-58.075764
URY_SO_G_E425000_N6250000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,425000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.887696,-57.811071
URY_SO_G_E425000_N6275000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,425000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.662237,-57.808949
URY_SO_G_E425000_N6300000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,425000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.43677,-57.80685
URY_SO_G_E425000_N6325000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,425000.0,6325000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.211295,-57.804775
URY_SO_G_E450000_N6250000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,450000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.889179,-57.540727
URY_SO_G_E450000_N6275000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,450000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.663708,-57.539312
URY_SO_G_E450000_N6300000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,450000.0,6300000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.438228,-57.537913
URY_SO_G_E450000_N6325000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,450000.0,6325000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.21274,-57.536529
URY_SO_G_E475000_N6250000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,475000.0,6250000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.890069,-57.270367
URY_SO_G_E475000_N6275000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,475000.0,6275000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.66459,-57.26966
URY_SO_G_E475000_N6325000,Soriano,UY-SO,regular_grid_25km,EPSG:32721,25000,475000.0,6325000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.213608,-57.268268
URY_TA_G_E550000_N6375000,Tacuarembó,UY-TA,regular_grid_25km,EPSG:32721,25000,550000.0,6375000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.76174,-56.466192
URY_TA_G_E550000_N6400000,Tacuarembó,UY-TA,regular_grid_25km,EPSG:32721,25000,550000.0,6400000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.536228,-56.46753
