LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE,departamento,departamento_iso,fecha_inicio_semana
-32.3704,-54.1643,310.6,1.3,1.1,2017-01-01,1401,Terra,MODIS,42,6.03,284.6,7.1,D,2,Cerro Largo,UY-CL,2016-12-26
