coordenada_id,departamento,departamento_iso,latitud,longitud,easting_m,northing_m,distancia_limite_m,metodo_seleccion,margen_interior_m,crs_generacion,separacion_grilla_m,fuente_limite,latitud_reportada,longitud_reportada,departamento_open_meteo,distancia_solicitada_reportada_m,punto_valido
URY_PA_G_E450000_N6425000,Paysandú,UY-PA,-32.31070799999999,-57.531146,450000.0,6425000.0,13109.68718913016,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-57.5,Paysandú,3163.3443289634624,True
URY_PA_G_E450000_N6450000,Paysandú,UY-PA,-32.08517899999999,-57.529838000000005,450000.0,6450000.0,36972.47606136307,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-57.5,Paysandú,3259.853477770159,True
URY_PA_G_E450000_N6475000,Paysandú,UY-PA,-31.859642,-57.528544,450000.0,6475000.0,23831.740645103568,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-57.5,Paysandú,5224.754250532388,True
URY_PA_G_E475000_N6425000,Paysandú,UY-PA,-32.31154600000001,-57.26557700000001,475000.0,6425000.0,9813.954197290836,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-57.299995,Paysandú,3483.771012356759,True
URY_PA_G_E475000_N6450000,Paysandú,UY-PA,-32.086009999999995,-57.264923,475000.0,6450000.0,32681.320603037268,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-57.299995,Paysandú,3654.7217084246836,True
URY_PA_G_E475000_N6475000,Paysandú,UY-PA,-31.860466,-57.264275,475000.0,6475000.0,11886.507455623769,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-57.299995,Paysandú,5532.925223035433,True
URY_PA_G_E500000_N6450000,Paysandú,UY-PA,-32.086287,-57.00000000000001,500000.0,6450000.0,28610.265521202826,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-57.0,Paysandú,1520.0049424739555,True
URY_PA_G_E500000_N6475000,Paysandú,UY-PA,-31.860741,-57.00000000000001,500000.0,6475000.0,7804.996236203186,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-57.0,Paysandú,4351.260177130811,True
URY_PA_G_E525000_N6425000,Paysandú,UY-PA,-32.31154600000001,-56.73442300000001,525000.0,6425000.0,8961.236893173691,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-56.699997,Paysandú,3484.4714899796677,True
URY_PA_G_E525000_N6450000,Paysandú,UY-PA,-32.086009999999995,-56.735077,525000.0,6450000.0,28708.55507944817,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-56.699997,Paysandú,3655.40528635239,True
URY_PA_G_E550000_N6450000,Paysandú,UY-PA,-32.08517899999999,-56.470162,550000.0,6450000.0,14904.663643913593,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-56.5,Paysandú,3259.8534777696545,True
URY_RN_G_E425000_N6375000,Río Negro,UY-RN,-32.760319,-57.800693,425000.0,6375000.0,18343.733019215124,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.8,-57.799995,Río Negro,4399.675043425044,True
URY_RN_G_E450000_N6375000,Río Negro,UY-RN,-32.76174000000002,-57.533808,450000.0,6375000.0,26210.79357152691,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.8,-57.5,Río Negro,5292.845125619239,True
URY_RN_G_E475000_N6350000,Río Negro,UY-RN,-32.988105,-57.267584,475000.0,6350000.0,9022.783965379422,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.0,-57.299995,Río Negro,3302.621052382013,True
URY_RN_G_E475000_N6375000,Río Negro,UY-RN,-32.762592999999995,-57.266908,475000.0,6375000.0,29500.54778836905,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.8,-57.299995,Río Negro,5176.563651262077,True
URY_RN_G_E475000_N6400000,Río Negro,UY-RN,-32.537073,-57.266239,475000.0,6400000.0,10281.970510053688,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-57.299995,Río Negro,5190.420507169307,True
URY_RN_G_E500000_N6375000,Río Negro,UY-RN,-32.76287700000001,-57.00000000000001,500000.0,6375000.0,19806.346280353548,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.8,-57.0,Río Negro,4115.315269746818,True
URY_RN_G_E500000_N6400000,Río Negro,UY-RN,-32.537354999999984,-57.00000000000001,500000.0,6400000.0,18335.3805901622,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-57.0,Río Negro,4140.860325783491,True
URY_RN_G_E525000_N6400000,Río Negro,UY-RN,-32.537073,-56.733761,525000.0,6400000.0,13463.2549671932,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-56.699997,Río Negro,5190.879488118604,True
URY_RO_G_E750000_N6175000,Rocha,UY-RO,-34.536361,-54.275971,750000.0,6175000.0,14931.83278382622,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.5,-54.299995,Rocha,4599.039874548144,True
URY_RO_G_E750000_N6200000,Rocha,UY-RO,-34.311159,-54.283271000000006,750000.0,6200000.0,18514.209452180057,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.3,-54.299995,Rocha,1976.1428076332318,True
URY_RO_G_E750000_N6225000,Rocha,UY-RO,-34.085947,-54.29049,750000.0,6225000.0,16019.65775639609,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.1,-54.299995,Rocha,1789.3208174157182,True
URY_RO_G_E750000_N6250000,Rocha,UY-RO,-33.860725,-54.29763,750000.0,6250000.0,12256.42983454769,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.899998,-54.299995,Rocha,4363.273015833469,True
URY_RO_G_E775000_N6200000,Rocha,UY-RO,-34.304835,-54.011908,775000.0,6200000.0,19024.037918427508,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.3,-54.0,Rocha,1221.0312225480225,True
URY_RO_G_E775000_N6225000,Rocha,UY-RO,-34.079676,-54.019846,775000.0,6225000.0,30588.96983717552,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.1,-54.0,Rocha,2906.2034014322016,True
URY_RO_G_E775000_N6250000,Rocha,UY-RO,-33.85450699999999,-54.02769700000001,775000.0,6250000.0,34685.99144966258,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.899998,-54.0,Rocha,5662.29776033339,True
URY_RO_G_E775000_N6275000,Rocha,UY-RO,-33.62932799999999,-54.03546,775000.0,6275000.0,19120.398955874854,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.6,-54.0,Rocha,4629.62543206668,True
URY_RO_G_E800000_N6225000,Rocha,UY-RO,-34.07281,-53.74929,800000.0,6225000.0,11740.680908078171,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.1,-53.699997,Rocha,5462.221891159185,True
URY_RO_G_E800000_N6250000,Rocha,UY-RO,-33.84769899999999,-53.75785,800000.0,6250000.0,23840.27246533934,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.8,-53.799995,Rocha,6578.322988783051,True
URY_RO_G_E800000_N6275000,Rocha,UY-RO,-33.62257699999999,-53.766316,800000.0,6275000.0,21075.534278521463,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.6,-53.799995,Rocha,4007.747300760521,True
URY_RO_G_E800000_N6300000,Rocha,UY-RO,-33.39744499999999,-53.774688000000005,800000.0,6300000.0,13650.786308372288,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.399998,-53.799995,Rocha,2372.9546487474045,True
URY_RV_G_E600000_N6550000,Rivera,UY-RV,-31.179775,-55.950561,600000.0,6550000.0,9837.359069709002,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-56.0,Rivera,5217.117256294708,True
URY_RV_G_E625000_N6525000,Rivera,UY-RV,-31.402880000000007,-55.685127,625000.0,6525000.0,10888.207115888334,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-55.699997,Rivera,1449.5136722250427,True
URY_RV_G_E625000_N6550000,Rivera,UY-RV,-31.17736899999999,-55.688253,625000.0,6550000.0,19816.83771721729,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-55.699997,Rivera,2746.954411907025,True
URY_RV_G_E650000_N6500000,Rivera,UY-RV,-31.62539,-55.418436,650000.0,6500000.0,16914.875345660068,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-55.4,Rivera,3314.2854262627657,True
URY_RV_G_E650000_N6525000,Rivera,UY-RV,-31.399913999999995,-55.42223,650000.0,6525000.0,23219.09118637315,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-55.4,Rivera,2113.9170005411834,True
URY_RV_G_E650000_N6550000,Rivera,UY-RV,-31.174429,-55.425981,650000.0,6550000.0,9451.653033545095,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-55.4,Rivera,3763.9509121594556,True
URY_RV_G_E675000_N6500000,Rivera,UY-RV,-31.621853999999995,-55.15495,675000.0,6500000.0,20641.906382573547,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-55.199997,Rivera,4913.527359974191,True
URY_RV_G_E675000_N6525000,Rivera,UY-RV,-31.396409,-55.159375,675000.0,6525000.0,9920.098207706573,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-55.199997,Rivera,3883.680820695554,True
URY_RV_G_E700000_N6500000,Rivera,UY-RV,-31.617775000000005,-54.891514,700000.0,6500000.0,20174.78837982317,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-54.9,Rivera,2129.4487627891967,True
URY_RV_G_E725000_N6475000,Rivera,UY-RV,-31.838514,-54.622385,725000.0,6475000.0,12037.877167996718,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.8,-54.6,Rivera,4768.64713196769,True
URY_RV_G_E725000_N6500000,Rivera,UY-RV,-31.613152999999997,-54.628135,725000.0,6500000.0,14120.607598729286,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-54.6,Rivera,3043.025242905144,True
URY_SA_G_E425000_N6525000,Salto,UY-SA,-31.407196,-57.788981,425000.0,6525000.0,7528.347364329687,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-57.799995,Salto,1316.3992568816864,True
URY_SA_G_E425000_N6550000,Salto,UY-SA,-31.181647,-57.78710400000001,425000.0,6550000.0,11681.984392939814,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-57.799995,Salto,2376.247809151304,True
URY_SA_G_E450000_N6525000,Salto,UY-SA,-31.408545000000004,-57.525999000000006,450000.0,6525000.0,20683.581189365177,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-57.5,Salto,2646.8876632114084,True
URY_SA_G_E450000_N6550000,Salto,UY-SA,-31.182983999999998,-57.524748,450000.0,6550000.0,32253.7278984784,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-57.5,Salto,3019.3530045136463,True
URY_SA_G_E450000_N6575000,Salto,UY-SA,-30.957415000000005,-57.52351000000001,450000.0,6575000.0,10929.152517072627,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.0,-57.5,Salto,5226.3397127395165,True
URY_SA_G_E475000_N6500000,Salto,UY-SA,-31.634914,-57.263636,475000.0,6500000.0,9878.835859704894,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-57.299995,Salto,5183.528637557167,True
URY_SA_G_E475000_N6525000,Salto,UY-SA,-31.409354,-57.263003,475000.0,6525000.0,30218.154413999622,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-57.299995,Salto,3666.2132698882447,True
URY_SA_G_E475000_N6550000,Salto,UY-SA,-31.183786,-57.262377,475000.0,6550000.0,19325.041757716957,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-57.299995,Salto,4009.3228716212016,True
URY_SA_G_E500000_N6500000,Salto,UY-SA,-31.635186,-57.00000000000001,500000.0,6500000.0,16338.930586076598,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-57.0,Salto,3900.0896933712065,True
URY_SA_G_E500000_N6525000,Salto,UY-SA,-31.409623999999997,-57.00000000000001,500000.0,6525000.0,38330.803026341215,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-57.0,Salto,1066.869769565761,True
URY_SA_G_E500000_N6550000,Salto,UY-SA,-31.184054,-57.00000000000001,500000.0,6550000.0,14368.385629231192,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-57.0,Salto,1767.2700082883239,True
URY_SA_G_E525000_N6500000,Salto,UY-SA,-31.634914,-56.736364,525000.0,6500000.0,17106.32770372642,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-56.699997,Salto,5184.0334666842555,True
URY_SA_G_E525000_N6525000,Salto,UY-SA,-31.409354,-56.736997,525000.0,6525000.0,39577.21821518325,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-56.699997,Salto,3666.9427149379694,True
URY_SA_G_E525000_N6550000,Salto,UY-SA,-31.183786,-56.737623,525000.0,6550000.0,14816.204484055812,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-56.699997,Salto,4010.0042437118223,True
URY_SA_G_E550000_N6500000,Salto,UY-SA,-31.634098000000005,-56.472736,550000.0,6500000.0,10723.301205685648,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-56.5,Salto,4579.585708846606,True
URY_SA_G_E550000_N6525000,Salto,UY-SA,-31.408545000000004,-56.47400100000001,550000.0,6525000.0,17650.889384506496,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.399998,-56.5,Salto,2646.8876632102147,True
URY_SA_G_E550000_N6550000,Salto,UY-SA,-31.182983999999998,-56.475252,550000.0,6550000.0,22581.3917404446,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.2,-56.5,Salto,3019.353004513601,True
URY_SJ_G_E500000_N6200000,San José,UY-SJ,-34.341303,-57.00000000000001,500000.0,6200000.0,8412.862690530612,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.3,-57.0,San José,4579.83440406993,True
URY_SJ_G_E525000_N6175000,San José,UY-SJ,-34.56645499999999,-56.727462,525000.0,6175000.0,14765.567645679768,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.6,-56.699997,San José,4492.397519468858,True
URY_SJ_G_E525000_N6200000,San José,UY-SJ,-34.341001,-56.728194,525000.0,6200000.0,23754.199667817345,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.3,-56.699997,San José,5234.420361901937,True
URY_SJ_G_E525000_N6225000,San José,UY-SJ,-34.115539000000005,-56.728917,525000.0,6225000.0,17272.388125423156,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-34.1,-56.699997,San José,3175.4342342059986,True
URY_SO_G_E375000_N6275000,Soriano,UY-SO,-33.657532,-58.34814300000001,375000.0,6275000.0,9692.432401696751,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.7,-58.299995,Soriano,6488.795020320433,True
URY_SO_G_E400000_N6275000,Soriano,UY-SO,-33.660177999999995,-58.078562,400000.0,6275000.0,12370.574605482976,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.7,-58.1,Soriano,4842.336970359378,True
URY_SO_G_E400000_N6300000,Soriano,UY-SO,-33.434729,-58.07576400000001,400000.0,6300000.0,15015.903487225934,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.399998,-58.1,Soriano,4461.958849485304,True
URY_SO_G_E425000_N6275000,Soriano,UY-SO,-33.66223699999999,-57.808949,425000.0,6275000.0,23372.524021470548,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.7,-57.799995,Soriano,4268.630798621726,True
URY_SO_G_E425000_N6300000,Soriano,UY-SO,-33.43677000000001,-57.80685,425000.0,6300000.0,28956.079160832916,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.399998,-57.799995,Soriano,4126.621521076665,True
URY_SO_G_E425000_N6325000,Soriano,UY-SO,-33.211294999999986,-57.80477500000001,425000.0,6325000.0,16188.092550139512,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.2,-57.799995,Soriano,1329.1818258173578,True
URY_SO_G_E450000_N6275000,Soriano,UY-SO,-33.663708,-57.539312,450000.0,6275000.0,26460.111614914545,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.7,-57.5,Soriano,5428.642112541221,True
URY_SO_G_E450000_N6300000,Soriano,UY-SO,-33.438227999999995,-57.537913,450000.0,6300000.0,17825.464464377004,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.399998,-57.5,Soriano,5512.786166054287,True
URY_SO_G_E450000_N6325000,Soriano,UY-SO,-33.21274,-57.536529,450000.0,6325000.0,16582.079563966934,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.2,-57.5,Soriano,3685.8850593154807,True
URY_SO_G_E475000_N6275000,Soriano,UY-SO,-33.66459,-57.26966,475000.0,6275000.0,7681.837859202891,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.7,-57.299995,Soriano,4829.05397749114,True
URY_TA_G_E550000_N6400000,Tacuarembó,UY-TA,-32.53622799999999,-56.46753,550000.0,6400000.0,7853.63563228324,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-56.5,Tacuarembó,5042.7362997827,True
URY_TA_G_E575000_N6400000,Tacuarembó,UY-TA,-32.534819,-56.201314,575000.0,6400000.0,17270.647999632314,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-56.199997,Tacuarembó,3861.989996045294,True
URY_TA_G_E575000_N6425000,Tacuarembó,UY-TA,-32.309310999999994,-56.203299,575000.0,6425000.0,16986.816742815154,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-56.199997,Tacuarembó,1077.9757199419369,True
URY_TA_G_E575000_N6450000,Tacuarembó,UY-TA,-32.083794,-56.205262000000005,575000.0,6450000.0,7771.365290559535,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-56.199997,Tacuarembó,1863.9043879816224,True
URY_TA_G_E575000_N6500000,Tacuarembó,UY-TA,-31.632737,-56.209122,575000.0,6500000.0,11867.371769269366,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-56.199997,Tacuarembó,3730.699276350467,True
URY_TA_G_E600000_N6400000,Tacuarembó,UY-TA,-32.53284699999999,-55.93512,600000.0,6400000.0,7751.707952909753,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.5,-55.9,Tacuarembó,4913.7001747206405,True
URY_TA_G_E600000_N6425000,Tacuarembó,UY-TA,-32.307355,-55.937766,600000.0,6425000.0,26060.242606265914,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-55.9,Tacuarembó,3648.1381908743974,True
URY_TA_G_E600000_N6450000,Tacuarembó,UY-TA,-32.081855999999995,-55.940383,600000.0,6450000.0,32703.0948607111,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-55.9,Tacuarembó,4309.330712623822,True
URY_TA_G_E600000_N6475000,Tacuarembó,UY-TA,-31.856348000000004,-55.94297,600000.0,6475000.0,28076.86950040511,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-55.9,Tacuarembó,6319.428556551378,True
URY_TA_G_E600000_N6500000,Tacuarembó,UY-TA,-31.630831999999995,-55.945529,600000.0,6500000.0,21087.88238607704,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.599998,-55.9,Tacuarembó,5507.721108462859,True
URY_TA_G_E625000_N6425000,Tacuarembó,UY-TA,-32.304842000000015,-55.672263,625000.0,6425000.0,19510.31109688181,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-55.699997,Tacuarembó,2666.0876324031606,True
URY_TA_G_E625000_N6450000,Tacuarembó,UY-TA,-32.079364,-55.675533,625000.0,6450000.0,31398.93427053405,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-55.699997,Tacuarembó,3250.427632904643,True
URY_TA_G_E625000_N6475000,Tacuarembó,UY-TA,-31.853877000000008,-55.678767,625000.0,6475000.0,7829.290189291076,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-55.699997,Tacuarembó,5493.319670980688,True
URY_TA_G_E650000_N6425000,Tacuarembó,UY-TA,-32.301770000000005,-55.40679600000001,650000.0,6425000.0,12162.55783875378,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-55.4,Tacuarembó,669.4068672357372,True
URY_TA_G_E650000_N6450000,Tacuarembó,UY-TA,-32.07631800000001,-55.41072,650000.0,6450000.0,32146.487497705697,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-55.4,Tacuarembó,2813.9659572634473,True
URY_TA_G_E650000_N6475000,Tacuarembó,UY-TA,-31.85085900000001,-55.414599,650000.0,6475000.0,7621.470314549935,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-31.899998,-55.4,Tacuarembó,5620.460049626815,True
URY_TA_G_E675000_N6425000,Tacuarembó,UY-TA,-32.29813999999999,-55.141374,675000.0,6425000.0,17450.188079337742,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.3,-55.1,Tacuarembó,3902.2165586077886,True
URY_TA_G_E675000_N6450000,Tacuarembó,UY-TA,-32.072720000000004,-55.14595,675000.0,6450000.0,27889.5404675931,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-55.1,Tacuarembó,5288.416366621749,True
URY_TA_G_E700000_N6450000,Tacuarembó,UY-TA,-32.068569,-54.88123100000001,700000.0,6450000.0,11785.215065274771,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-32.1,-54.9,Tacuarembó,3910.233923944188,True
URY_TT_G_E700000_N6325000,Treinta y Tres,UY-TT,-33.19539899999999,-54.854496,700000.0,6325000.0,13971.22630054544,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.2,-54.9,Treinta y Tres,4273.914541970751,True
URY_TT_G_E700000_N6350000,Treinta y Tres,UY-TT,-32.97005099999999,-54.859963,700000.0,6350000.0,7749.211747629147,grid,7500,EPSG:32721,25000.0,"geoBoundaries URY ADM1, año representativo 2017, OpenStreetMap/Wambacher",-33.0,-54.9,Treinta y Tres,5004.054135173797,True
